Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Labels
Police Nationale,Ne respecte pas les horaires indiqués dans la prise de rdv,"36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,"Accueil acerbe, sans aucune empathie ou considération","36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Police Nationale,En cas de problème appeler l'armée ça vaut mieux.,"36 bis Rue Rivay, 92300 Levallois-Perret",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Complètement consternant, la policier qui m’a accueilli n’a même pas daigné me dire bonjour , il était rafalé sur son siège et mangé une compote à boire tout en contrôlant mon passeport , une fois fini il
m’a quasiment jeté mon passeport sans un mot,
Je n’ai vu ça dans aucun pays .
Quelle mauvaise image ces gens là donnent de notre pays .
Ils ne sont pas digne de porter l’uniforme.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 4 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"1,5h d'attente pour rentrer en France.  Seulement 3 guichet de contrôle et des milliers de personnes.
Quel belle première image de la France vous donnez aux étrangers !!
J'ai mal à ma  France !!","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 3 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Arrivé hier d'Amerique du Sud,
Seulement la moitié des cabines de Paraph ouvertent. Il y avait beaucoup trop d'attente pour franchir le contrôle ; après un vol de près de 12h sans dormir, …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Passage de la police aux frontières à Roissy lamentable. Une heure d'attente ! Voici la première image de la France qu'ont les étrangers. Plusieurs centaines de personnes et seulement 2 machines paraphe pour les français et 3 pour les …,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Une honte! Plus de 500 personnes qui debarquent et seulement 2 guichets PAF ouverts. De mieux en mieux la France, remettez-vous au travail et vite...","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1e semaine, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Longue file interminable, peu de guichet ouvert, serrés comme des sardines dans le couloir et un jeune agent de police mal éduqué avec son collègue  qui essai de passer à contre sens et nous assene en forçant le passage : vous voulez pas …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Après 9h40 de vol avec un bébé de 7 mois! Une queue interminable pour les familles avec seulement deux douaniers les agents font passer d autre familles entre deux ce qui rallonge la queue! Ensuite un des guichets ferme! 1h30 d attente J ai …,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Attente interminable à CDG avec des fonctionnaires qui se mettent un temps fou à se mettre en place et discutent entre eux. C’est vraiment lamentable et c’est d’emblée une mauvaise image de la France,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 3 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Honteux, merci pour l image que vous envoyez aux gens qui viennent en France. La  rentrée scolaire est annoncée et les pour les retours de vacances seulement 2 guichets sont ouverts et les contrôleurs auto tous hors service. Heureusement nous sommes sauvé il y a des écrans qui vous annoncent le temps d attente. Bravo","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Un manque énorme de personnel,  le personnel en place prend des poses alors qu'il y a une file interminable, résultat départ retardé de plus 1 heure 30, il faut recruter ou bien prévoir le personnel adapté pour éviter cette attente …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 10 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Nul aucune utilité.cette direction est injoignable par téléphone.
Ce n est donc pas un service public.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Plus d'une heure d'attente pour montrer son passeport, organisation à revoir car l'attente est beaucoup trop longue surtout après avoir fait un long vol.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 5 mois, Hauts-de-France,50.1024606,2.7247515,Neutre
Direction de la Police aux Frontieres,C’est quand même la honte de parcourir le monde et ses aéroports avec une logistique aussi fluide et d’attendre plus d’1h a l’arrivée pour passer la douane française,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 5 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"MDR l’attente de « 2h30 » dès 8h30, en plus personne n’était présente jusqu’à 9h. c’est littéralement horrible.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"bonjour, en date du 7 juillet à l’aéroport CDG grâce à la police aux frontières et aux  ADEC  j'ai pu retrouver ma montre de grande valeur q'un passager m'a volé sur le tapis bagage après contrôle...je les remercient très chaleureusement …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 8 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Je viens de reçevoir un EXC-ELLENT service de la part de notre police aux frontière, je tiens à le souligner.
Renseignements très clairs donnés sur les pass sanitaires pour les vols …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 7 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Personne ne répond jamais. J'ai appelé plusieurs fois, à différents horaires: 20/25 minutes d'attente et toujours personne. Une étoile juste parce que google ne permet pas d'en laisser zéro.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 11 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"J'ai jamais vu ça. 60mn d'attente à 13h pour un aéroport comme CDG. C'est une honte. Même Orly est mieux. Dire que Roissy est un aéroport européen, c'est surestimé.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Temps d'attente au terminal 2E arrivée indigne d'un aéroport international,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Quand c’est destination du Maghreb ou de l’Afrique une personne au guichet et avec une queux de fou mais tous le monde s’en fou ils sont tous au café ,des agents de police  qui passe qui font des va et viens et qui regarde les passagers qui patiente ! Honteux !","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Juste pour le plaisir, même si je sais que ca ne va pas le moins du monde gêner la direction de la Paf: un seul agent pour deux airbus A320 d’Easyjet au terminal 2B... 45 min d’attente pour sortir (verification du passe sanitaire et de la …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Le manque d'effectif. Des personnels désabusés. Les portillons automatiques HS. Des queues interminables . Mal organisées aux porte d'entrée de la France. La HONTE!,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Il faut vraiment beaucoup de patience pour joindre le service de renseignements, dans mon cas, environ 20 min. En attendant, les messages automatiques alternent ""je vous passe l'opérateur""... musique ... ""vous êtes en communication avec …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Malgré des heures en attente au téléphone, ne répond jamais !!!!!!
De plus, il n'y a aucune possibilité de les joindre par mail. …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Malgré quelques idées-reçues induites par les différents commentaires, j'ai été agréablement surpris par l'amabilité et le professionnalisme du policier qui m'a pris en charge. Monsieur Fabien est une personne très humaine.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Pas du tout content de mon arrivée  a Cdg venant de Rome
la police m a confisqué  ma carte de séjour italienne alors que j avais tout mes papiers. Mis en garde à vue et expédier dans le prochain vol pour l italie. Ils …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Merci aux trois policiers présents à l'Aéroport Charles de Gaules 2 le 29 Juin dans l'après midi, car malgré le vide d'activités au sein du site, notre groupe de jeunes a été content de croiser leur route. très cordiales et aimables, loin de ce que les gens peuvent constater dans les médias.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Bonjour. J ai souhaité vous contacter avant de passer vous voir pour une déclaration de perte. Je voulais savoir si vous aviez des processus ""covid"" pour protéger vos équipes pour vous rendre visite en toute sécurité... Votre serveur …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Je voulais posé une question, J'ai donc téléphoné 3 fois avec temps d'attente de 13minutes, Ils n'ont jamais décroché ...  Pareil pour Orly, par contre Beauvais ils décroches le téléphone.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"On nous a fait attendre dans la passerelle de l'avion non chauffée avec un enfant de 9 mois dans les bras pour un contrôle de passeport.
Et je parle même pas des distances de sécurité pour le covid...","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Personnel très serviable et gentil, ils ont répondu à tous mes doutes de la meilleure façon ;).","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"J'ai téléphoner
Un accueil et super très gentil, il nous on donné plein d'informations et ils on compris trèsrapidement notre problème.
Je les remercie.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,Impossible de les avoir au téléphone c'est une messagerie vocale qui vous répond et qui dit vous passer l'opérateur toutes les minutes sans quef vous ne puissiez jamais parler à personne.,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,C’est dommage qui la police frontière ne savent pas la confinement vers certains pays.!!!,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Neutre
Direction de la Police aux Frontieres,Je les et contacter plusieurs fois pour mon amis malgache vraiment a l écoute et de tre bonne réponse merci,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Impossible de les joindre par téléphone : que ce soit eux à CdG ou la Direction Centrale rue des Pyrénées.
Lamentable !","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Aucun dialogues respectueux,manque de civilité !!
Vive la France 🇫🇷 !! …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Comme toute la police en France, ils ne servent à rien.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Bâtiment Public, ouvert à tout le monde,","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 9 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Ne décroche pas le téléphone, inadmissible","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1 an, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Personne ne répond aux numéros de CDG et Orly !,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 2 ans, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,Parfait,"6 Rue des Bruyères, 95700 Roissy-en-France",il y a 6 mois, Hauts-de-France,50.1024606,2.7247515,Positif
Direction de la Police aux Frontieres,"Plus de 90 minutes pour franchir la frontière au Terminal 1 de CDG. Une cohue indescriptible. Des vols manqués. Et seulement 5 policiers pour controller les passeports des non-Européens. Les compagnies aériennes se plaignent, et la police ne réagit pas. Un manque de professionalisme choquant.","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 3 semaines, Hauts-de-France,50.1024606,2.7247515,Négatif
Direction de la Police aux Frontieres,"Insupportable et inadmissible !
2 guichets ouverts sur 6… alors que des centaines de passagers sont en attentes. 1:30 d’attente sans Clim avec des enfants en bas âge. …","6 Rue des Bruyères, 95700 Roissy-en-France",il y a 1e semaine, Hauts-de-France,50.1024606,2.7247515,Négatif
